item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
AEM "0-9" Number Silicone Cake Mold for Baking Chocolate Fondant Jelly Candy Cake Decoration Tools Resin Art Moulds		0809ZGQVS8N	RE-NVW8-50CQ	160	2	2022-08-09 19:26:28 IST		y	1			11				B0B4WLMJDR						B0B4WLMJDR			0	DEFAULT																					250.0
AKJ Sea Horse Silicone Fondant Mould	Seahorse Silicone Mould Chocolate Sugarcraft Fondant Mold Cake Decorating Mold Bakeware Baking Tool	0104YC88965	RX-1BN7-YSXP	170	3	2021-01-04 16:00:19 IST		y	1			11				B08RZ3WY4T						B08RZ3WY4T			0	DEFAULT																					500.0
APJ Showcase Insects Silicone Cake Decorating Mould for Fondant Cake Decoration, Cupcake Topper, Polymer Clay, Crafting, Resin Epoxy, Jewellery Making, Include Butterflies Dragonflies Bee Ladybug	Funshowcase Insects Silicone Cake Decorating Mould for Fondant Cake Decoration, Cupcake Topper, Polymer Clay, Crafting, Resin Epoxy, Jewellery Making, Include Butterflies Dragonflies Bee Ladybug	0107YOLVIJH	S9-IOIA-XPNU	290	1	2021-01-07 11:14:53 IST		y	1			11				B08SBSHS75						B08SBSHS75			0	DEFAULT																					600.0
AKB Bow Silicone Mold Fondant Mould Cake Decorating Tools Gumpaste Molds	Bow Silicone Mold Fondant Mould Cake Decorating Tools Chocolate Gumpaste Molds, Sugarcraft, Kitchen Accessories Material: Food Grade Silicone Colorful: Sent at Random Brand new silicone fondant mould for cool cakes, jelly, chocolate,etc, -Durable and safe for freezer, oven, microwave and dishwasher, -Non-stick and easy to release from the mold.	1129VXG3C4M	SA-H9IV-9YGT	158	3	2019-11-29 11:30:40 IST		y	1			11				B0824NTK9V						B0824NTK9V			0	DEFAULT																					600.0
ACK Cactus DIY Handmade Baking Tools for Mermaid Cake Decoration 100% flexibe Reusable Fondant Silicone Mold	100% flexibe reusable silicone, cast with cement, resin, wax, sugar etc etc Silicone is non reactive material, it can bear 100-120C degrees, it can be freezed, Molds should be washed with soap after each use. A pinch of oil or release agent should be used before casting. With proper care molds can be used again and again almost infinite number of time. Silicone mold manufactured by Craftial curve LLP, India. Made in India	1229ZCZIUHM	SE-ZY92-UPYM	249	2	2022-12-29 19:15:36 IST		y	1			11				B0BRBFQQ8H						B0BRBFQQ8H			0	DEFAULT																					500.0
AJQ 3D Superman Silicone Fondant Mold Cupcake Chocolate Candy Cake Decorating Mould	3D Superman Silicone Fondant Mold Cupcake Chocolate Candy Cake Decorating Mould	0107YOO5FZ9	SJ-YICR-OH57	148	1	2021-01-07 14:10:04 IST		y	1			11				B08SC19435						B08SC19435			0	DEFAULT																					400.0
AKS Silicone Heart Rings Mould DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project	Silicone Heart rings Mould DIY Art Mould Multipurpose Clay, Resin, Sugar, Cement Craft Project	0111Y0QY7VU	SL-WLRI-BWR2	143	1	2021-01-11 18:05:38 IST		y	1			11				B08SMLV1VX						B08SMLV1VX			0	DEFAULT																					500.0
RETAIL SUPPLIES Snow Flake Decoration ice Silicone Mould Winter Design Resin Clay Polymer Mold		0906XNBA1YG	SnowFlakeMouldXL	235	2	2020-09-06 22:34:18 IST		y	1			11				B08HLBHVYS						B08HLBHVYS			0	DEFAULT																					380.0
AME Rose Round Flower Flexible and re-usable candel Mold Size 5.5x3x2 cm	rose flower round flexible and re -usable silicon mold	1030X5XW9PO	T4-45Q8-82PY	278	5	2020-10-30 19:03:38 IST		y	1			11				B08MB18L9J						B08MB18L9J			0	DEFAULT	278.0	percent	4	20	8	30															500.0
AMI 3D Pegasus Silicone Mold Horse Fondant Molds Sugarcraft Cake Decorating Tools Soap Fimo Clay Moulds	3D Pegasus Silicone Mold Horse Fondant Molds Sugarcraft Cake Decorating Tools Soap Clay Moulds Weight: 60 g Size : 7.2 * 8.5 * 1.3 cm Material: silicone High quality and it is easy for using and cleaning It is Soft and easy to use	1128VUX8SIC	TP-T0EY-ULO0	240	2	2019-11-28 11:59:59 IST		y	1			11				B0823KF9RG						B0823KF9RG			0	DEFAULT																					1100.0
ABU Mulberry Raspberry Silicone Mold Fondant Mould Cake Decorating Tools Chocolate Gumpaste Mold Sugarcraft Kitchen Accessories		0809ZGII6M0	TS-FWEJ-KGIX	138	1	2022-08-09 18:28:46 IST		y	1			11				B0B7JPP2TN						B0B7JPP2TN			0	DEFAULT																					200.0
AIR Tilted Heart Mould Candle soap Figurine Silicone Mold		0929XU0S4NH	Titled_heart_mold	550	2	2020-09-30 02:05:51 IST		y	1			11				B08KFP28HH						B08KFP28HH			0	DEFAULT																					650.0
AES Flower Lace Silicone Cake Mold Fondant Mold Cake Decorating Tools Resin Mold for Baking Accessories Kitchen Utensils		0809ZGNZ363	U0-524W-XCT8	149	3	2022-08-09 19:40:51 IST		y	1			11				B0B4P9Q6PW						B0B4P9Q6PW			0	DEFAULT																					300.0
RETAIL SUPPLIES ALK 3D Star Shape Silicone Cake Mold Baking Dish for Chocolate Cookies Fondant Birthday Wedding Cake Decorating Tools	3D Star Shape Silicone Cake Mold Baking Dish for Chocolate Cookies Fondant Birthday Wedding Cake Decorating Tools	1203V7KHAU2	U2-YG3D-H5IL	199	2	2019-12-03 15:23:20 IST		y	1			11				B082914QFZ						B082914QFZ			0	DEFAULT																					700.0
AMW Green Grass Candy Mold Cake Decoration Tool Fondant Chocolate Silicone Baking Molds Kitchen Decorative Tool	Material: high quality silicone Feature Easy to use and clean Reusable, non-stick 100% Brand new and high quality These silicone molds are ideal for use with Fondant Cakes, sugar paste, DIY cooking or craft clays Make A Nature Style Cake by yourself How to use Take fondant ,chocolate or other foodstuffs,pressed into the silicone mold After drying,take out the mold Approx Size :12.4*4.3*1.3cm	1202V568T7J	UP-GCTC-F1RZ	200	2	2019-12-02 16:09:42 IST		y	1			11				B0827XCP4D						B0827XCP4D			0	DEFAULT																					1000.0
ALZ Silicone Mould, 3x4x0.5in - Vintage Watch	Can also be used for soap making, clay modelling, ice -pops and more. Flexible, sturdy, easy to use and release. Clean with mild soap. Dishwasher safe. Suitable for temperatures from -40 degree C to 240 degree C	0111Y03P64R	US-679J-VQ2A	198	1	2021-01-11 13:41:23 IST		y	1			11				B08SM4T3ZG						B08SM4T3ZG			0	DEFAULT																					500.0
AAQ 3D Santa Candle Silicone Mold DIY Handmade Soap Craft Resin Clay Chocolate Mold Christmas Decorating Tool	3D Santa Candle Mold Silicone Mold DIY Handmade Soap Mould Craft Resin Clay Chocolate Mold Christmas Decorating Tool size-8x5.5x6 cm	1127XET7MBP	V9-HO24-GMLF	900	2	2020-11-27 16:45:50 IST		y	1			11				B08P7LVVPQ						B08P7LVVPQ			0	DEFAULT																					1500.0
AKP Lord Ganesha Silicon Mold for Making Ganesha by rasin and chocalte and Cement People can use of it for Worship etc	silicon lord Ganesha mold people can use of it for chocolate mold and you also can make resin mold by it and we also can use of this type statues for worship if you want to take more knowledge about it so please call me before buy this please contact me on 01122501226 about size and any other mandatory knowledge	1204VADAOY5	V9-T4RM-YN7E	1870	1	2019-12-04 16:30:02 IST		y	1			11				B082B672YY						B082B672YY			0	DEFAULT																					2700.0
AIX Branches Cake Border Silicone Molds Tree Cupcake Fondant Cake Decorating Tools Chocolate Gumpaste Candy Clay Mould	Branches Cake Border Silicone Molds Tree Cupcake Fondant Cake Decorating Tools Chocolate Gumpaste Candy Clay Mould	0112Y5ASAVK	VS-550H-Z4DV	159	2	2021-01-12 19:07:26 IST		y	1			11				B08SQZD6MQ						B08SQZD6MQ			0	DEFAULT																					500.0
RETAIL SUPPLIES Silicone Dancing Boy and Girl Valentine Couple Fondant Cake Decorating Mould	silicone fondant mould , chocolate candy jelly all purpose mould. Fondant mould is made of food grade silicone and is flexible which makes it easy to pop out candies, jelly and more. Good choice for birthday party and wedding favours. Fondant moulds meet your demand for making various type of decoration. Mould can withstand the temperature range from -40 to 230 degrees celsius, fits for use in oven, dishwasher, fridge and microwave .	1126XBW8GCH	WJ-0ZL4-ROPS	199	2	2020-11-26 14:00:35 IST		y	1			11				B08P5R39Q4						B08P5R39Q4			0	DEFAULT																					500.0
ALY Wild Flower and Leaf Fondant Mold Rose Leaves Silicone Leaves Branch Leaves Silicone Mold Leaves Branch Fondant Mold	wild Flower and Leaf Fondant Mold Rose Leaves Silicone Leaves Branch Leaves Silicone Mold Leaves Branch Fondant Mold	0111Y0Q4RKG	WK-ZCJI-04RS	179	2	2021-01-11 18:19:53 IST		y	1			11				B08SMK5ZSS						B08SMK5ZSS			0	DEFAULT																					500.0
AAY 3D Owl Animal Silicone Soap Mold Resin Clay Candle Molds (Non Food Grade)	3D Owl Animal Silicone Soap Mold Resin Clay Candle Molds Materials Silicone Color malti Net Weight 0.096g Size 5.2*5.6*6cm noon food grade silicon used in this mold	0807AEK3LYC	WY-AUPW-SIOY	399	1	2023-08-07 19:46:01 IST		y	1			11				B07VJ58RZJ						B07VJ58RZJ			0	DEFAULT																					900.0
ALC Silicone IndoSilico Baby Angel Mold (Pink)	ndoSilico Molds, we use 100% silicone, soft flexible molds. Reusable any number of times.	0107YOQ54XN	XB-ETK1-WM6P	149	2	2021-01-07 13:46:56 IST		y	1			11				B08SBPT2WT						B08SBPT2WT			0	DEFAULT																					500.0
AKF Gadgets-Rabbit Giraffe Silicone MoldChocolate Animal Cat Dog Silicone Mold Scrapbooking Decoration Mold-Clay Food Safety Mould	Gadgets-rabbit Giraffe Silicone Mold Chocolate Animal Cat dog silicone mold Scrap booking decoration mold-Clay food safety mould	0205X8D6K21	YG-QTYM-PMTB	150	2	2020-02-05 11:09:23 IST		y	1			11				B084G69T2F						B084G69T2F			0	DEFAULT																					300.0
AJO Mini Bat Silicone Mold Halloween Epoxy Resin Mold	Mini Bat Silicone Mold Halloween Epoxy Resin Mold Jewelry Making Craft DIY 100% brand new package: 1pcs mold size: 5.5 x 5.6 cm	0104YC5F9AP	YN-XS8Q-E6DB	140	3	2021-01-04 15:51:08 IST		y	1			11				B08RZ32YNT						B08RZ32YNT			0	DEFAULT																					500.0
AKM Calla Lily Petals Silicone Mold Flower Making Fondant Cake Decorating Tools Candy	Calla Lily Petals Silicone Mold Flower Making Fondant Cake Decorating Tools Candy Chocolate Polymer Clay Mould	0113YA8X14C	YO-YBP1-ZEVS	189	2	2021-01-13 13:25:12 IST		y	1			11				B08SWGSY97						B08SWGSY97			0	DEFAULT																					500.0
AQG Steampunk Gears Silicone Mould	Steampunk Gears Silicone Mould DIY resin cement soap silicone mold flexible and reusable mold	1030Y85NYNC	YP-OMUB-1WLS	299	1	2021-10-30 14:03:46 IST		y	1			11				B09KPQ8W6L						B09KPQ8W6L			0	DEFAULT																					500.0
RETAIL SUPPLIES AKH Newest!Baby Face Silicone Mold Chocolate Polymer Clay Craft Molds Handmade Craft Dolls Face Mold Sugar Craft Mould Baking Tools	Newest!Baby Face Silicone Mold Chocolate Polymer Clay Craft Molds Handmade Craft Dolls Face Mold Sugar craft Mould Baking Tools	1204VAKG4F9	YR-YHDY-AZYA	170	1	2019-12-04 18:38:24 IST		y	1			11				B082B9173F						B082B9173F			0	DEFAULT																					600.0
AKT 3D Lion Head Silicone Molds Animals Candy Chocolate Fondant Mold DIY Party Cake Decorating Tools Polymer Clay Soap Mould	3D Lion Head Silicone Molds Animals Candy Chocolate Fondant Mold DIY Party Cake Decorating Tools Polymer Clay Soap Mould Material: silicone Weight : 35g	0212XMTGMHI	Z2-NKSC-6TCV	160	1	2020-02-12 16:56:35 IST		y	1			11				B084QFT7MP						B084QFT7MP			0	DEFAULT																					500.0
RETAIL SUPPLIES Mold Tray 8-Cavity Different Sizes Love Heart Shape Suitable for Fondant, Gum Paste, and Chocolate Mold	Silicone Mold Tray 8-cavity Different Sizes Love Heart Shape Suitable For Fondant, Gum Paste, And Chocolate (Multicolor). 1. Made of high quality silicone material. 2. Wide range temperature tolerance: -40~230oC. 3. Tasteless, non-toxic, dust resistant, durable, no permeate and easy to clean. 4. Be safe to use in ovens, microwaves, washing machine and refrigerator. 5. Be apt to be disposed. 6. Microwave and freezer safe 7.Suitable for making cake, bread, mousse, jelly, prepared food, chocolate, etc.	1120XZM2TS2	ZN-I205-SDSW	199	1	2020-11-20 17:57:01 IST		y	1			11				B08NXKHQ9S						B08NXKHQ9S			0	DEFAULT																					500.0
AKE Mini Bulldog Silicone Mold for Cake Decoration Small Dogs Theme Candle Mould Plaster Cement Polymer Clay Animal Form	* Oven and freezer safe * Color:Random * Reusable, Non-stick, Easy to use, Easy to clean * Suitable for Sugar fondant mold / jelly mold , etc. * Temperature: -76°F to +662°F (-60°C to +350°C)	0521V38KHRZ	ZQ-HSBL-XUHU	149	2	2019-05-21 17:10:28 IST		y	1			11				B07S1WSL1X						B07S1WSL1X			0	DEFAULT																					500.0
ALA Ribbon Bow Silicone Mold Decorating Cupcake Gumpaste Fondant Mould epoxy Resin Decorative Craft	ribbon bow silicone mold Decorating Cupcake Gumpaste fondant mould epoxy Resin Decorative Craft	0111Y0S64X6	ZU-INGM-JAT9	188	3	2021-01-11 18:32:22 IST		y	1			11				B08SMKD961						B08SMKD961			0	DEFAULT																					500.0
AKF Gadgets-Rabbit Giraffe Silicone MoldChocolate Animal Cat Dog Silicone Mold Scrapbooking Decoration Mold-Clay Food Safety Mould	Gadgets-rabbit Giraffe Silicone MoldChocolate Animal Cat dog silicone mold Scrapbooking decoration mold-Clay food safety mould	0203X5BLY45	ZW-V5KL-HKQL	160	3	2020-02-03 18:37:39 IST		y	1			11				B084G69T2F						B084G69T2F			0	DEFAULT																					300.0
IAJ Silicone Grass Food Grade 3D Fondant Marzipan Clay Cake Decorating Tools, Multicolor		0215XT820WF	grassMold_Added	240	3	2020-02-15 17:44:08 IST		y	1			11				B07X3XJNZT						B07X3XJNZT			0	DEFAULT																					500.0
RETAIL SUPPLIES Convex Lens Dia 5 cm, Glass, Optics Experiments (Focus 100 cm)	1 convex lens, focus 100 cm, dia 5 cm, glass optics	0515VLSEDQ6	oCx100Lc	107	3	2019-05-15 11:31:17 IST		y	1			11				B07C1QZKR8						B07C1QZKR8			0	DEFAULT																					300.0
Book Keys Screws Lock Catches Silicone Mold Sugarcraft Cupcake Baking Mold Fondant Cake Decorating Tool	Book Keys Screws Lock Catches Silicone Mold Sugarcraft Cupcake Baking Mold Fondant Cake Decorating Tools	0508XB9443P	0C-H7DV-7N61	199	0	2020-05-08 18:13:09 IST		y	1			11				B088BYP1FX						B088BYP1FX			0	DEFAULT																					800.0
2018 New Alloy Bead Charm European Vintage Beads Fit Pandora Women Bracelet & Bangle DIY Jewelry	2018 New Alloy Bead Charm European Vintage Beads Fit Pandora Women Bracelet & Bangle DIY Jewelry	0615UO79UFK	0J-Y1IC-YUN0	449	0	2018-06-15 14:16:52 IST		y	5			11				B07DRJQBG7						5900A80F35F21D22			0	DEFAULT																					700.0
Toothpick Tooth Flossing Head PlasticHygiene Dental Interdental Brush (10 pcs)	Benefits of using ouret tooth flossing heads. Total cleaning for your teh and gums. Kills off bacteria and removes food debris. Helps to remove plaque. Keeps your teeth white and gums healthy.	0624XOL6V13	0K-4O10-RC9H	400	0	2020-06-24 17:51:40 IST		y	1			11				B08BS2V47R						B08BS2V47R			0	DEFAULT																					700.0
Small Rosette & Small Orchid Mould Silicone Mold Fondant Cake Decorating Tool Gumpaste Sugarcraft Chocolate Forms Bakeware	Small Rosette & Small Orchid Mould Silicone Mold Fondant Cake Decorating Tool Gumpaste Sugarcraft Chocolate Forms Bakeware Material: Silicone Colorful: Sent at Random Size:As Picture	0205X8S7VZ6	0O-3U3V-VE4E	1099	0	2020-02-05 16:05:25 IST		y	1			11				B084HFS1R5						B084HFS1R5			0	DEFAULT																					1600.0
Deepak Enterprise He Retail Glass slab 1 Prism (38 x 38 mm)		0507V9L38PX	0P-FZR9-UJ1A	380	0	2019-05-07 15:45:05 IST		y	1			11				B075NJTMBL						B075NJTMBL			0	DEFAULT																					500.0
Halloween Spider Silicone Molds Cupcake Topper DIY Fondant Cake Decorating Tools Polymer Clay Candy Chocolate Gumpaste Mould	Halloween Spider Silicone Molds Cupcake Topper DIY Fondant Cake Decorating Tools Polymer Clay Candy Chocolate Gumpaste Moulds Weight: 30g Material: silicone	0212XMWNQQN	0T-J2GG-0GUE	399	0	2020-02-12 18:32:23 IST		y	1			11				B084Q3M6W1						B084Q3M6W1			0	DEFAULT																					500.0
shipTool Baking Silicone Mold Cake Decoration Silicon Mold	size: Small: 6cm * 4.5cm * 0.5cm weight: Small: 13grams Product material: silicone Uses: Making cakes, breads, mousse, jellies, prepared foods, chocolate, ice cubes, puddings, jellies, chocolates, cakes, handmade soaps, moon cakes, rice balls	1028XY2MV27	0Z-0WRG-2AB1	120	0	2020-10-28 18:19:45 IST		y	1			11				B08M3X4GTN						B08M3X4GTN			0	DEFAULT																					400.0
S.Han Silicone Round Lace Fondant Mould Mold Cake Decoration Tool		0617Z5U5N6S	0Z-VKP1-9U2F	205	0	2022-06-17 19:25:44 IST		y	1			11				B084HG2ZJB						B084HG2ZJB			0	DEFAULT																					400.0
RETAIL SUPPLIES Elephant Craft Art Silicone Mold Handmade Soap Molds	Description Silicone molds Color: MALTI Ship from DELHI Dishwasher safe,Easy to use and quick to clean Finished Soap Size:8*6.8*3.5 Finished Soap weight : approx. 80g	0531VKZNV6M	10-5SLY-YFO0	400	0	2019-05-31 11:56:46 IST		y	1			11				B07SLHD1PB						B07SLHD1PB			0	DEFAULT																					700.0
1 Convex lens, Focus 50 cm, Dia 7.5 cm	1 Convex lens, Focus 50 cm, Dia 7.5 cm	0731USXSNLP	17-MBX0-QNHU	150	0	2018-07-31 15:46:25 IST		y	1			11				B07G2MYB8T						B07G2MYB8T			0	DEFAULT																					500.0
RETAIL SUPPLIES AFT Round Patti Tree Leaf Silicon Mould	round Patti tree leaf silicon mould reusable and flexible mould size 9.5 x 9.5 x 1 cm	0828XRSUVZZ	19-LGGX-DIIU	180	0	2020-08-28 18:17:28 IST		y	1			11				B08GY8914F						B08GY8914F			0	DEFAULT																					500.0
AVS COMPONENTS 10 Pcs 7 Segment Led Display Common Cathode 1 Digit Red Color		0917Z8SEAGQ	1F-LUU0-C1FI	120	0	2022-09-17 14:10:47 IST		y	1			11				B08R24H7Y9						B08R24H7Y9			0	DEFAULT																					400.0
Sleep Baby Silicone Mold Chocolate Candy Jello Cake Decor Tool Silicone Fondant Cake Mould DIY Soap Mold Kitchen Accessories	Description: Condition: 100% Brand New and High Quality Material: Food non-reactant inert silicone Color: Pink Size: 6.2*8.2*4.2cm/2.44*3.22*1.65" Features: (1) Made of high quality food grade silicone---soft, reusable and healthy (2) Suitable for candy mold / jelly mold / soap mold / chocolate mould/cake mold (3) Non-stick, easy to use and clean (4) Safe to use in ovens, microwave ovens, dishwasher and freezer. Package Includes: 1x Sleeping baby Soap Mold Note: Due to light and monitors effect, color difference may exist slightly. Please allow us 1-2mm differences due to manual measurement. Thank you.	0521V05N67P	1F-TVW6-BUPV	850	0	2019-05-21 14:48:46 IST		y	1			11				B07S1T1JDS						B07S1T1JDS			0	DEFAULT																					1500.0
Lord Ganesha New Design tempel Mould	lord Ganesha new design temple silicon mould flexible and reusable mould	1202XOOTUZQ	1S-EQ6M-B47I	360	0	2020-12-02 17:22:04 IST		y	1			11				B08PFXX4KG						B08PFXX4KG			0	DEFAULT																					700.0
Car Reflective Monster Sticker Black Scratch Stripe Claw Marks Car Auto Headlight Vinyl Decal Car Styling (2 pcs Set)	Scratch Stripe Headlight Car Truck Stickers Self adhesive stickers, adhere to any clean, dry, smooth surface. Long lasting, flexible and durable. High temperature & water Proof Fashion and decoration, unique and attractive. Give your car a special feeling Can be applied on the car to protect the car. Specification: Material: Reflective Vinyl Color: Red/Black/White Size: 40x12cm Quantity: 2 Pc Note: 1.Please allow 1-2cm error due to manual measurement. pls make sure you do not mind before you bid.	0701VB70H19	1U-TCM2-VBAS	240	0	2019-07-01 14:57:34 IST		y	1			11				B07TW5V844						B07TW5V844			0	DEFAULT																					1000.0
S.Han Silicone Snow Dripping Fondant Mould Mold Cake Decorating Tools Bakeware		0617Z5PJYDZ	1X-NHT4-G967	278	0	2022-06-17 19:22:19 IST		y	1			11				B08629CZ8M						B08629CZ8M			0	DEFAULT																					400.0
RETAIL SUPPLIES Mermaid Silicone Molds Soap Mould Craft Art Cake	Description: Material: high quality silicone Mold color: randomly Molds Weight (g): about 222 Soap Weight (g): about 99 Mold specification (cm): about 10.3*10*3.8 Finished specification (cm): about 7.7*7.6*3.5 Characteristics: High durability and flexibility. It will hold the shape for years. Reusable, non-stick. Easy to use and clean. Rating of temperature: -50°c to +250°c	0521V2DAEES	2F-2M24-A4ZX	900	0	2019-05-21 16:21:41 IST		y	1			11				B07RZT2RW6						B07RZT2RW6			0	DEFAULT																					1500.0
Deer Head Design Soap Candle Mold Decoration Mould	Deer Head Design Soap Candle Mold Decoration Mold flexible and reusable mold size 8x7x5cm	1030X5WGV60	2J-TN1Y-E9CD	439	0	2020-10-30 18:42:31 IST		y	1			11				B08M9VYR6R						B08M9VYR6R			0	DEFAULT																					800.0
RETAIL SUPPLIES Combo of 1 Convex Lens with 1 Concave Lens, 1 Convex Mirror, 1 Concave Mirror, Lens Holder and Cleaning Cloth -Set of 6	1 convex lens, 1 concave lens, 1 convex mirror, 1 concave mirror, lens holder, cleaning cloth set of six combo dia 5 cm all lens and mirrors focas 15 cm all lens and mirrors 2 lens holder 1 cleaning cloth	0507V9K9QNR	2V-6MLV-PU18	389	0	2019-05-07 12:35:50 IST		y	1			11				B07HF8VV6G						B07HF8VV6G			0	DEFAULT																					700.0
AOU Leaves Shaped 3D Reverse Sugar Molding Fondant Cake Silicone Mold Polymer Clay Molds Decoration Tools Weight: 35g Material: Silicone	Leaves Shaped 3D Reverse Sugar Molding Fondant Cake Silicone Mold Polymer Clay Molds Decoration Tools Weight: 35g Material: silicone	1230X0HKXF6	2W-HPUZ-9J6H	187	0	2020-12-30 18:55:33 IST		y	1			11				B08RP64YBP						B08RP64YBP			0	DEFAULT																					500.0
Ganesha Mold for Cake Resin & Choclate Mold Craft Home Garden Flowerpot Decoration Statues etc.	silicon lord Ganesha mold people can use of it for chocolate mold and you also can make resin mold by it and we also can use of this type statues for worship if you want to take more knowledge about it so please call me before buy this please contact me on 01122501226 about size and any other mandatory knowledge	1204VAD9TGN	2X-07W2-RAM0	1300	0	2019-12-04 16:13:29 IST		y	1			11				B082B4YYCF						B082B4YYCF			0	DEFAULT																					1600.0
Aladdin Myth Themed Knife Teapot House Silicone Mold	ALADDIN THEME MOLD, Fondant Mold, Genie Lamp Mold, Snake Mold, Chocolate Making, Cupcake Decoration Mold, Silicone Resin Mold Arabian Nights	1230X0IGWXU	3D-AE2E-1PUP	370	0	2020-12-30 18:42:00 IST		y	1			11				B08RP5PCVT						B08RP5PCVT			0	DEFAULT																					500.0
Deepak Enterprise 3D Chrome Plated Decals Sticker for Sides, Hood (Silver)		0228UMLY7S9	3M-AYMR-6QQQ	220	0	2018-02-28 11:47:02 IST		y	1			11				B07B48J24G						B07B48J24G			0	DEFAULT																					400.0
HE Retail Supplies Eyelashes Pack of 2 pcs {1 Set}	Designer , party, eyelashes Women Fancy Soft Long Feather False Eyelashes Eye Lashes Makeup Party Club Pink Description: Item Condition:100% Brand New and High Quality Item Material:Feather fiber mix Specification: Due to the difference between different monitors, the picture may not reflect the actual color of the item. We guarantee the style is the same as shown in the pictures. Please allow slight manual measurement deviation for the data. Package Contents: 1 pairs of feathers false eyelashes	0507V9LT7NC	3O-QQLT-TNQF	200	0	2019-05-07 15:41:36 IST		y	1			11				B076VH7X7V						B076VH7X7V			0	DEFAULT																					400.0
S.han Silicone Cake Topper Villa House Mold Cake Decoration Tool		0617Z5TWP83	3R-ZFPK-B0HH	299	0	2022-06-17 19:18:04 IST		y	1			11				B08KSYDZS3						B08KSYDZS3			0	DEFAULT																					400.0
Shiny Palm Tree Earrings DIY Epoxy Silicone Molds DIY Epoxy Resin Mould Jewelry Tool	Shiny Palm Tree Earrings DIY Epoxy Silicone Molds DIY Epoxy Resin Mould Jewelry Tool	0208YYSTH57	4A-2CVR-B1JJ	399	0	2021-02-08 17:12:40 IST		y	1			11				B08W597R94						B08W597R94			0	DEFAULT																					600.0
RETAIL SUPPLIES Silicone Rubber Diya Candle Mould Mold Special	Made with Finest Quality Rubber. Flexible Rubber by which candle comes out easily	0928VT0TXVA	4E-56C6-I3O0	550	0	2019-09-28 13:04:22 IST		y	1			11				B07YHLBB6F						B07YHLBB6F			0	DEFAULT																					750.0
Blue : IGEMY 3D DIY Wall Sticker Stickers Butterfly Home Decor Room Decorations New (blue)		1129VYGSZUY	4O-XQM2-FLXG	170	0	2019-11-29 16:59:15 IST		y	1			11				B01MG4DW9E						B01MG4DW9E			0	DEFAULT																					250.0
He Retail Pack of 10 Optical Glass Slab DIY Refraction Slabs 75x50x18 mm Size		0507V9N75UN	4R-HJDD-IC6N	1500	0	2019-05-07 16:13:58 IST		y	1			11				B0758B8LNB						B0758B8LNB			0	DEFAULT																					1600.0
Cloud Silicone Mold Cake molds Cake Decorating Tools Fondant Chocolate gumpaste Mold		0809ZGRT1W8	5G-2B8L-BVOU	175	0	2022-08-09 19:42:34 IST		y	1			11				B0B4NXM1HQ						B0B4NXM1HQ			0	DEFAULT																					300.0
Fedus 12 LED Multicolor Changing Mist Maker Fogger Water Fountain Pond Fog Machine Atomizer Air Humidifier		0222Y5XTJ38	5O-WS0J-BDNV	799		2021-02-22 14:39:07 IST		y	1			11				B01NAXY9PJ						B01NAXY9PJ				AMAZON_IN																					1500.0
1 convex lens, focus 15 cm, dia 5 cm, glass optics lenses	1 convex lens, focus 15 cm, dia 5 cm, glass optics lenses	0507V9JWA8P	6D-EF4U-OQTP	110	0	2019-05-07 15:16:35 IST		y	1			11				B07C1D4H7N						B07C1D4H7N			0	DEFAULT																					200.0
Deepak Enterprise He Retail Optical Glass Slab DIY Refraction Slabs (Size-75 x 50 x 18 mm) - Pack of 5	75x50x18 mm glass slab Glass slab for optical experiments A product by HE Retail supplies, is registered trademark	0507V9N4V7N	6E-8MVT-63S5	720	0	2019-05-07 16:13:35 IST		y	1			11				B0758CWZGW						B0758CWZGW			0	DEFAULT																					800.0
HE Retail supplies Tooth Flossing Head Hygiene Dental Plastic Interdental Brush Toothpick (2 Pcs ) red and Blue	Brand New & High quality. Benefits of using our tooth flossing heads. Total cleaning for your teeth and gums. Kills off bacteria and removes food debris. Helps to remove plaque. Keeps your teeth white and gums healthy .	0618VLILQEY	6I-VD3Y-NS2E	135	0	2019-06-18 10:53:28 IST		y	1			11				B076ZRDVB5						B076ZRDVB5			0	DEFAULT																					250.0
He Retail Pack Of 5 Concave Lens		0507V8U1K4P	6J-U8H6-VORZ	320	0	2019-05-07 15:47:33 IST		y	1			11				B075M4JG7D						B075M4JG7D			0	DEFAULT																					500.0
